client,location,product,quantity,customerFeedback,date
Camila,Ceilândia,Limão,70,Ruim,2026-05-18 11:00:00
Camila,Ceilândia,Tomate,75,Péssimo,2025-07-23 15:18:00
Camila,Ceilândia,Jiló,8,Regular,2025-11-01 22:15:00
Camila,Ceilândia,Abacate,68,Bom,2025-08-06 00:12:00
Camila,Ceilândia,Batata-doce,79,Excelente,2025-12-16 04:05:00
Daniela,Gama,Manga,75,Regular,2026-02-19 19:26:00
Daniela,Gama,Laranja,98,Péssimo,2025-09-26 01:03:00
Daniela,Gama,Lichia,79,Péssimo,2026-02-16 19:33:00
Daniela,Gama,Laranja,55,Bom,2025-08-23 14:52:00
Daniela,Gama,Cebolinha,97,Péssimo,2026-01-09 18:19:00
Daniela,Gama,Laranja,74,Bom,2026-02-28 11:41:00
Daniela,Gama,Pimentão,98,Regular,2025-06-10 09:51:00
Daniela,Gama,Couve,91,Regular,2026-04-02 22:01:00
Daniela,Gama,Acerola,90,Péssimo,2025-11-14 23:36:00
Daniela,Gama,Repolho,73,Regular,2025-06-28 08:48:00
Daniela,Gama,Couve,91,Regular,2026-02-20 05:23:00
Daniela,Gama,Coentro,81,Ruim,2026-05-25 06:36:00
Daniela,Gama,Milho-verde,73,Ruim,2025-11-25 18:34:00
Daniela,Gama,Laranja,64,Regular,2025-09-13 14:02:00
Daniela,Gama,Coentro,81,Bom,2025-08-04 20:48:00
Daniela,Gama,Manga,65,Péssimo,2026-02-26 17:14:00
Daniela,Gama,Milho-verde,90,Bom,2025-11-11 12:20:00
Daniela,Gama,Cebolinha,93,Excelente,2025-06-23 11:49:00
Daniela,Gama,Cebolinha,68,Bom,2025-12-23 23:47:00
Daniela,Gama,Milho-verde,78,Ruim,2026-02-22 12:29:00
Daniela,Gama,Pimentão,73,Bom,2025-06-29 17:32:00
Daniela,Gama,Lichia,54,Excelente,2026-01-18 08:57:00
Daniela,Gama,Limão,79,Bom,2025-12-21 04:06:00
Daniela,Gama,Brócolis - Ramoso,98,Excelente,2025-08-22 03:21:00
Daniela,Gama,Pimentão,66,Ruim,2026-02-01 17:32:00
Daniela,Gama,Coentro,80,Excelente,2025-07-08 10:33:00
Daniela,Gama,Couve,86,Regular,2025-09-19 18:25:00
Daniela,Gama,Coentro,51,Regular,2025-07-17 12:39:00
Daniela,Gama,Repolho,69,Bom,2026-02-18 17:05:00
Daniela,Gama,Manga,82,Excelente,2025-10-10 16:52:00
Daniela,Gama,Abacate,97,Regular,2025-09-19 05:42:00
Daniela,Gama,Acerola,69,Excelente,2026-04-01 01:39:00
Daniela,Gama,Limão,79,Bom,2026-04-22 15:17:00
Daniela,Gama,Abacate,73,Péssimo,2025-09-24 06:47:00
Daniela,Gama,Manga,83,Regular,2026-02-05 22:42:00
Daniela,Gama,Abacate,78,Regular,2026-03-30 05:23:00
Daniela,Gama,Couve,100,Ruim,2026-04-11 16:48:00
Daniela,Gama,Acerola,90,Bom,2026-01-26 23:27:00
Daniela,Gama,Lichia,64,Bom,2025-07-18 14:20:00
Daniela,Gama,Couve,83,Regular,2026-04-10 21:54:00
Daniela,Gama,Acerola,79,Bom,2025-06-10 07:03:00
Daniela,Gama,Lichia,60,Péssimo,2026-03-08 01:38:00
Daniela,Gama,Repolho,91,Bom,2026-03-10 22:44:00
Daniela,Gama,Cebolinha,100,Excelente,2025-06-03 15:33:00
Daniela,Gama,Maracujá,81,Bom,2025-05-28 16:34:00
Daniela,Gama,Vargem Bonita,4,Regular,2026-05-01 21:06:00
Daniela,Gama,Abacate,82,Excelente,2026-02-23 17:01:00
Daniela,Gama,Lichia,54,Regular,2026-03-16 04:05:00
Daniela,Gama,Milho-verde,56,Péssimo,2026-04-17 05:29:00
Daniela,Gama,Tangerina,87,Bom,2025-07-15 15:29:00
Daniela,Gama,Brócolis - Ramoso,63,Bom,2025-05-29 05:04:00
Daniela,Gama,Pitaia,98,Bom,2026-04-27 22:55:00
Daniela,Gama,Maracujá,87,Bom,2026-05-13 01:53:00
Daniela,Gama,Maracujá,84,Péssimo,2026-05-07 05:12:00
Daniela,Gama,Lichia,65,Péssimo,2026-01-27 13:10:00
Daniela,Gama,Abacate,76,Péssimo,2026-03-09 22:28:00
Daniela,Gama,Repolho,86,Bom,2025-06-22 16:33:00
Daniela,Gama,Brócolis - Cabeça Única,74,Ruim,2025-08-08 00:25:00
Daniela,Gama,Pitaia,58,Excelente,2025-08-04 04:12:00
Daniela,Gama,Brócolis - Cabeça Única,77,Excelente,2025-10-07 14:20:00
Daniela,Gama,Acerola,78,Excelente,2026-03-04 17:08:00
Daniela,Gama,Tangerina,70,Regular,2025-05-30 04:55:00
Daniela,Gama,Brócolis - Cabeça Única,84,Bom,2026-05-12 06:33:00
Daniela,Gama,Mandioca,87,Ruim,2025-09-15 19:17:00
Daniela,Gama,Tangerina,61,Péssimo,2025-07-04 08:35:00
Daniela,Gama,Acerola,77,Regular,2025-09-21 17:27:00
