client,location,product,quantity,customerFeedback,date
Beatriz,Brazlândia,Mandioca,52,Ruim,2025-06-11 13:01:00
Beatriz,Brazlândia,Tangerina,56,Excelente,2026-02-04 18:46:00
Beatriz,Brazlândia,Brócolis - Cabeça Única,62,Excelente,2026-02-17 21:20:00
Beatriz,Brazlândia,Couve,60,Excelente,2025-07-28 06:57:00
Beatriz,Brazlândia,Maracujá,78,Péssimo,2026-04-13 19:08:00
Beatriz,Brazlândia,Alface,76,Ruim,2026-03-29 21:53:00
Beatriz,Brazlândia,Tangerina,97,Regular,2025-09-14 05:13:00
Beatriz,Brazlândia,Cajamanga,81,Bom,2026-01-28 16:29:00
Beatriz,Brazlândia,Pimentão,73,Bom,2025-07-14 13:45:00
Beatriz,Brazlândia,Maracujá,79,Excelente,2025-07-24 06:09:00
Beatriz,Brazlândia,Manga,65,Péssimo,2025-07-04 02:49:00
Beatriz,Brazlândia,Tangerina,89,Regular,2025-10-02 16:03:00
Beatriz,Brazlândia,Brócolis - Cabeça Única,74,Regular,2026-03-21 06:07:00
Beatriz,Brazlândia,Manga,54,Bom,2025-09-09 01:56:00
Beatriz,Brazlândia,Morango,89,Péssimo,2025-12-17 01:57:00
Beatriz,Brazlândia,Uva,85,Ruim,2025-10-31 16:27:00
Beatriz,Brazlândia,Pimentão,65,Regular,2026-05-21 09:30:00
Beatriz,Brazlândia,Brócolis - Cabeça Única,50,Regular,2025-07-28 20:43:00
Beatriz,Brazlândia,Morango,65,Regular,2026-03-27 15:51:00
Beatriz,Brazlândia,Banana,97,Regular,2025-09-01 16:18:00
Beatriz,Brazlândia,Uva,61,Ruim,2026-04-10 03:49:00
Beatriz,Brazlândia,Banana,72,Bom,2025-09-14 18:46:00
Beatriz,Brazlândia,Banana,71,Bom,2026-03-22 18:49:00
Beatriz,Brazlândia,Manga,64,Ruim,2025-10-21 20:32:00
Beatriz,Brazlândia,Morango,69,Bom,2026-03-30 09:51:00
Beatriz,Brazlândia,Uva,83,Bom,2026-02-25 10:42:00
Beatriz,Brazlândia,Banana,67,Péssimo,2025-09-28 21:54:00
Beatriz,Brazlândia,Mandioca,93,Regular,2026-04-28 21:05:00
Beatriz,Brazlândia,Brócolis - Cabeça Única,96,Bom,2025-11-01 06:56:00
Beatriz,Brazlândia,Alface,100,Bom,2025-08-19 20:48:00
Beatriz,Brazlândia,Mandioca,89,Ruim,2025-10-04 04:18:00
Beatriz,Brazlândia,Couve,83,Ruim,2025-10-02 17:37:00
Beatriz,Brazlândia,Tomate,98,Regular,2025-06-18 06:45:00
Beatriz,Brazlândia,Tomate,57,Regular,2026-02-19 18:36:00
Beatriz,Brazlândia,Banana,64,Bom,2026-04-21 11:19:00
Beatriz,Brazlândia,Pimentão,57,Regular,2025-10-23 15:45:00
Beatriz,Brazlândia,Maracujá,72,Ruim,2025-10-19 22:25:00
Beatriz,Brazlândia,Manga,79,Péssimo,2025-07-23 10:02:00
Beatriz,Brazlândia,Brócolis - Cabeça Única,85,Bom,2025-07-29 16:47:00
Beatriz,Brazlândia,Brócolis - Cabeça Única,61,Péssimo,2026-04-08 00:15:00
Beatriz,Brazlândia,Couve,95,Péssimo,2026-05-27 21:55:00
Beatriz,Brazlândia,Tangerina,71,Regular,2026-04-20 20:43:00
Beatriz,Brazlândia,Morango,56,Bom,2025-08-02 12:05:00
Beatriz,Brazlândia,Abacate,69,Péssimo,2026-03-25 21:17:00
Beatriz,Brazlândia,Uva,90,Péssimo,2025-11-02 21:00:00
Beatriz,Brazlândia,Brócolis - Cabeça Única,68,Excelente,2026-04-08 01:35:00
Beatriz,Brazlândia,Cajamanga,64,Regular,2025-09-14 11:49:00
Beatriz,Brazlândia,Manga,55,Péssimo,2025-09-14 18:03:00
Beatriz,Brazlândia,Limão,55,Regular,2026-05-08 22:20:00
Beatriz,Brazlândia,Alface,54,Regular,2025-07-12 23:50:00
Beatriz,Brazlândia,Abacate,80,Péssimo,2025-11-01 00:53:00
Beatriz,Brazlândia,Mandioca,95,Ruim,2025-07-26 04:47:00
Beatriz,Brazlândia,Tangerina,84,Regular,2026-02-17 13:03:00
Beatriz,Brazlândia,Chuchu,77,Regular,2025-12-13 11:02:00
Beatriz,Brazlândia,Pimentão,55,Ruim,2026-03-17 18:49:00
Beatriz,Brazlândia,Chuchu,51,Excelente,2025-06-19 09:15:00
Beatriz,Brazlândia,Banana,72,Péssimo,2025-10-13 09:54:00
Beatriz,Brazlândia,Brócolis - Cabeça Única,72,Péssimo,2026-05-26 07:28:00
Beatriz,Brazlândia,Limão,74,Excelente,2025-06-04 07:04:00
Beatriz,Brazlândia,Brócolis - Cabeça Única,77,Excelente,2025-07-02 05:35:00
Beatriz,Brazlândia,Brócolis - Cabeça Única,88,Péssimo,2026-02-08 09:04:00
Beatriz,Brazlândia,Pimentão,53,Excelente,2025-10-13 05:32:00
Beatriz,Brazlândia,Chuchu,91,Bom,2025-06-26 02:52:00
Beatriz,Brazlândia,Maracujá,91,Ruim,2025-10-31 01:41:00
Beatriz,Brazlândia,Tangerina,72,Regular,2025-09-06 02:40:00
Beatriz,Brazlândia,Maracujá,96,Regular,2026-03-01 17:35:00
Beatriz,Brazlândia,Uva,81,Regular,2025-08-27 10:45:00
Beatriz,Brazlândia,Abóbora italiana,53,Regular,2025-06-07 16:49:00
Beatriz,Brazlândia,Ceilândia,80,Péssimo,2026-02-03 07:01:00
Beatriz,Brazlândia,Chuchu,70,Bom,2026-01-17 22:55:00
Beatriz,Brazlândia,Limão,98,Péssimo,2026-01-12 11:06:00
Beatriz,Brazlândia,Manga,50,Excelente,2025-12-22 18:23:00
Beatriz,Brazlândia,Ceilândia,69,Péssimo,2025-11-30 09:48:00
Beatriz,Brazlândia,Abóbora italiana,95,Regular,2025-10-23 08:58:00
Beatriz,Brazlândia,Mandioca,57,Péssimo,2025-06-14 01:27:00
Beatriz,Brazlândia,Maracujá,88,Ruim,2025-08-03 17:37:00
Beatriz,Brazlândia,Ceilândia,72,Regular,2025-12-18 08:13:00
Beatriz,Brazlândia,Banana,88,Ruim,2025-12-07 09:29:00
Beatriz,Brazlândia,Abóbora italiana,66,Excelente,2026-05-24 22:58:00
Beatriz,Brazlândia,Tomate,75,Ruim,2026-05-14 01:31:00
Beatriz,Brazlândia,Manga,64,Bom,2026-05-26 19:04:00
Beatriz,Brazlândia,Ceilândia,79,Péssimo,2025-08-11 18:25:00
Beatriz,Brazlândia,Tomate,54,Ruim,2025-10-02 01:38:00
Beatriz,Brazlândia,Tomate,67,Regular,2025-09-21 11:01:00
Beatriz,Brazlândia,Banana,56,Regular,2025-12-14 19:07:00
Beatriz,Brazlândia,Ceilândia,58,Excelente,2026-04-19 21:33:00
Beatriz,Brazlândia,Uva,90,Bom,2026-01-23 17:50:00
Beatriz,Brazlândia,Cajamanga,88,Bom,2025-08-13 01:43:00
Beatriz,Brazlândia,Ceilândia,73,Péssimo,2026-01-28 00:07:00
Beatriz,Brazlândia,Tangerina,78,Regular,2025-10-24 13:03:00
Beatriz,Brazlândia,Maracujá,63,Regular,2025-06-11 00:20:00
Beatriz,Brazlândia,Abacate,88,Péssimo,2025-11-14 21:51:00
Beatriz,Brazlândia,Manga,61,Ruim,2025-10-30 04:46:00
Beatriz,Brazlândia,Ceilândia,55,Regular,2025-10-10 11:44:00
Camila,Ceilândia,Repolho,83,Regular,2025-10-02 09:10:00
Camila,Ceilândia,Repolho,84,Péssimo,2026-02-05 10:01:00
Camila,Ceilândia,Limão,88,Péssimo,2025-06-23 10:43:00
Camila,Ceilândia,Repolho,76,Regular,2025-10-17 16:24:00
Camila,Ceilândia,Banana,80,Regular,2025-10-17 17:49:00
Camila,Ceilândia,Brócolis - Ramoso,97,Excelente,2025-07-05 09:30:00
Camila,Ceilândia,Banana,69,Ruim,2026-01-10 01:18:00
Camila,Ceilândia,Limão,67,Bom,2025-08-01 18:41:00
Camila,Ceilândia,Repolho,78,Bom,2026-05-18 04:16:00
Camila,Ceilândia,Laranja,71,Bom,2026-01-26 19:26:00
Camila,Ceilândia,Maracujá,69,Ruim,2026-02-22 22:47:00
Camila,Ceilândia,Quiabo,9,Bom,2026-01-03 21:29:00
Camila,Ceilândia,Gama,89,Ruim,2026-01-23 18:52:00
Camila,Ceilândia,Banana,59,Ruim,2026-04-09 07:48:00
Camila,Ceilândia,Limão,88,Péssimo,2026-03-10 18:35:00
Camila,Ceilândia,Gama,66,Péssimo,2026-03-04 09:03:00
Camila,Ceilândia,Tangerina,66,Regular,2025-07-19 02:07:00
Camila,Ceilândia,Coco,65,Regular,2026-03-13 22:00:00
Camila,Ceilândia,Gama,84,Bom,2026-01-21 20:02:00
Camila,Ceilândia,Maracujá,77,Regular,2025-08-28 11:31:00
Camila,Ceilândia,Quiabo,7,Regular,2025-06-23 08:41:00
Camila,Ceilândia,Limão,99,Regular,2026-03-24 00:02:00
Camila,Ceilândia,Quiabo,8,Ruim,2026-04-11 07:58:00
Camila,Ceilândia,Tangerina,90,Ruim,2026-04-01 11:00:00
Camila,Ceilândia,Limão,54,Regular,2025-09-04 18:45:00
Camila,Ceilândia,Gama,54,Ruim,2025-09-13 13:11:00
Camila,Ceilândia,Maracujá,80,Ruim,2025-08-31 22:11:00
Camila,Ceilândia,Brócolis - Ramoso,85,Regular,2025-09-19 18:15:00
Camila,Ceilândia,Coco,64,Bom,2026-02-20 05:45:00
Camila,Ceilândia,Maracujá,94,Ruim,2025-10-05 19:04:00
Camila,Ceilândia,Quiabo,5,Bom,2025-12-29 18:00:00
Camila,Ceilândia,Tangerina,62,Ruim,2026-02-12 02:02:00
Camila,Ceilândia,Gama,77,Péssimo,2025-08-29 03:26:00
Camila,Ceilândia,Banana,86,Ruim,2025-06-28 21:37:00
Camila,Ceilândia,Gama,67,Regular,2026-03-11 19:40:00
Camila,Ceilândia,Milho-verde,50,Péssimo,2026-03-14 16:55:00
Camila,Ceilândia,Milho-verde,81,Regular,2025-07-26 05:44:00
Camila,Ceilândia,Banana,76,Bom,2025-11-15 16:03:00
Camila,Ceilândia,Limão,85,Ruim,2025-10-14 23:44:00
Camila,Ceilândia,Gama,58,Excelente,2026-03-23 10:36:00
Camila,Ceilândia,Maracujá,65,Excelente,2025-06-25 01:20:00
Camila,Ceilândia,Milho-verde,94,Excelente,2025-12-10 00:15:00
Camila,Ceilândia,Acerola,81,Regular,2026-03-02 11:31:00
Camila,Ceilândia,Brócolis - Ramoso,89,Excelente,2026-02-07 05:41:00
Camila,Ceilândia,Limão,83,Bom,2025-07-29 07:35:00
Camila,Ceilândia,Brócolis - Ramoso,68,Bom,2026-01-25 07:34:00
Camila,Ceilândia,Repolho,76,Excelente,2025-07-20 00:01:00
Camila,Ceilândia,Limão,98,Regular,2025-11-07 13:44:00
Camila,Ceilândia,Milho-verde,70,Bom,2025-08-31 22:22:00
Camila,Ceilândia,Quiabo,8,Regular,2025-09-20 05:21:00
Camila,Ceilândia,Acerola,70,Bom,2026-02-27 05:23:00
Camila,Ceilândia,Quiabo,6,Ruim,2026-01-15 14:58:00
Camila,Ceilândia,Laranja,66,Regular,2026-01-15 03:18:00
Camila,Ceilândia,Limão,74,Excelente,2025-06-29 08:03:00
Camila,Ceilândia,Gama,88,Ruim,2025-11-26 16:33:00
Camila,Ceilândia,Chuchu,62,Bom,2025-08-07 22:48:00
Camila,Ceilândia,Coco,64,Regular,2026-04-28 04:17:00
Camila,Ceilândia,Coco,87,Ruim,2025-10-21 20:29:00
Camila,Ceilândia,Banana,88,Péssimo,2026-06-01 17:52:00
Camila,Ceilândia,Maracujá,55,Ruim,2026-01-03 20:43:00
Camila,Ceilândia,Acerola,80,Bom,2025-06-08 22:29:00
Camila,Ceilândia,Chuchu,85,Ruim,2025-11-21 13:05:00
Camila,Ceilândia,Milho-verde,76,Regular,2026-03-16 21:30:00
Camila,Ceilândia,Alface,64,Regular,2026-03-18 05:09:00
Camila,Ceilândia,Tangerina,92,Regular,2025-08-14 19:58:00
Camila,Ceilândia,Acerola,51,Excelente,2025-12-25 23:35:00
Camila,Ceilândia,Laranja,79,Bom,2026-02-23 14:45:00
Camila,Ceilândia,Milho-verde,56,Regular,2025-07-20 14:45:00
Camila,Ceilândia,Tangerina,53,Regular,2025-10-27 05:15:00
Camila,Ceilândia,Alface,70,Regular,2025-11-12 14:21:00
Camila,Ceilândia,Quiabo,3,Bom,2026-01-26 11:40:00
Camila,Ceilândia,Coco,81,Péssimo,2025-12-17 02:14:00
Camila,Ceilândia,Maracujá,55,Excelente,2025-08-15 21:44:00
Camila,Ceilândia,Gama,51,Bom,2025-08-09 05:13:00
Camila,Ceilândia,Abacate,98,Excelente,2026-05-20 06:25:00
Camila,Ceilândia,Tomate,90,Regular,2025-07-19 05:21:00
Camila,Ceilândia,Acerola,78,Ruim,2025-09-27 12:01:00
Camila,Ceilândia,Mandioca,67,Regular,2025-09-26 21:49:00
Camila,Ceilândia,Limão,99,Bom,2025-07-06 12:48:00
Camila,Ceilândia,Maracujá,84,Péssimo,2025-09-06 10:19:00
Camila,Ceilândia,Brócolis - Ramoso,65,Ruim,2025-06-09 05:49:00
Camila,Ceilândia,Gama,85,Ruim,2026-02-14 23:01:00
Camila,Ceilândia,Goiaba,64,Regular,2025-11-14 01:08:00
Camila,Ceilândia,Limão,89,Péssimo,2026-04-03 09:05:00
Camila,Ceilândia,Repolho,86,Excelente,2025-12-23 13:01:00
Camila,Ceilândia,Tangerina,78,Bom,2026-02-24 17:38:00
Camila,Ceilândia,Abacate,74,Bom,2026-03-19 23:40:00
Camila,Ceilândia,Tomate,64,Péssimo,2025-10-09 21:26:00
Camila,Ceilândia,Lichia,8,Regular,2025-08-29 07:17:00
Camila,Ceilândia,Tomate,67,Péssimo,2026-03-18 01:05:00
Camila,Ceilândia,Mandioca,82,Péssimo,2025-12-18 23:44:00
Camila,Ceilândia,Batata-doce,98,Ruim,2025-06-05 02:32:00
Camila,Ceilândia,Alface,93,Bom,2025-11-28 15:02:00
Camila,Ceilândia,Chuchu,64,Péssimo,2025-06-04 02:56:00
Camila,Ceilândia,Laranja,83,Ruim,2025-06-15 08:22:00
Camila,Ceilândia,Chuchu,80,Bom,2025-12-22 03:50:00
Camila,Ceilândia,Mandioca,61,Bom,2025-06-25 01:30:00
Camila,Ceilândia,Alface,52,Ruim,2025-08-13 21:12:00
Camila,Ceilândia,Brócolis - Ramoso,93,Bom,2026-01-02 03:04:00
Camila,Ceilândia,Tangerina,94,Ruim,2026-03-29 01:50:00
Daniela,Gama,Manga,84,Excelente,2026-01-04 06:51:00
Daniela,Gama,Milho-verde,98,Péssimo,2026-05-31 00:27:00
Daniela,Gama,Pitaia,58,Regular,2025-12-25 19:53:00
Daniela,Gama,Milho-verde,86,Péssimo,2026-04-28 11:45:00
Daniela,Gama,Uva Vinífera,9,Regular,2026-02-19 07:09:00
Daniela,Gama,Manga,58,Regular,2026-05-01 23:15:00
Daniela,Gama,Manga,83,Regular,2025-09-20 13:29:00
Daniela,Gama,Abóbora japonesa - Tetsukabut,2,Ruim,2025-11-18 14:35:00
Daniela,Gama,Abóbora japonesa - Tetsukabut,6,Regular,2026-03-03 16:42:00
Daniela,Gama,Cebola,10,Ruim,2025-11-07 07:36:00
Daniela,Gama,Cebola,3,Péssimo,2025-10-20 10:02:00
Daniela,Gama,Manga,95,Péssimo,2025-12-18 08:21:00
Daniela,Gama,Abacate,71,Péssimo,2026-02-03 10:21:00
Daniela,Gama,Abóbora japonesa - Tetsukabut,8,Ruim,2025-12-27 15:34:00
Daniela,Gama,Abóbora japonesa - Tetsukabut,2,Péssimo,2025-08-25 19:41:00
Daniela,Gama,Manga,98,Péssimo,2025-07-19 15:46:00
Daniela,Gama,Abóbora japonesa - Tetsukabut,10,Bom,2026-04-05 23:23:00
Daniela,Gama,Milho-verde,91,Excelente,2025-10-06 15:27:00
Daniela,Gama,Laranja,54,Regular,2026-03-14 01:39:00
Daniela,Gama,Brócolis - Cabeça Única,56,Ruim,2026-02-16 04:48:00
Daniela,Gama,Banana,57,Péssimo,2025-07-22 14:34:00
Daniela,Gama,Banana,53,Péssimo,2026-01-27 17:14:00
Daniela,Gama,Jardim,56,Péssimo,2026-05-15 05:32:00
Daniela,Gama,Jardim,87,Bom,2026-03-27 14:44:00
Daniela,Gama,Jardim,70,Bom,2026-01-16 23:48:00
Daniela,Gama,Pitaia,92,Excelente,2025-06-09 21:02:00
Daniela,Gama,Cebola,7,Péssimo,2026-03-31 19:16:00
Daniela,Gama,Uva Vinífera,9,Excelente,2025-06-14 08:44:00
Daniela,Gama,Brócolis - Cabeça Única,79,Regular,2025-12-06 03:24:00
Daniela,Gama,Brócolis - Cabeça Única,81,Bom,2026-02-05 05:59:00
Daniela,Gama,Milho-verde,91,Péssimo,2025-12-03 15:23:00
Daniela,Gama,Pitaia,70,Bom,2025-12-08 23:01:00
Daniela,Gama,Jardim,84,Regular,2025-06-06 05:35:00
Daniela,Gama,Cebola,3,Bom,2025-12-16 12:55:00
Daniela,Gama,Repolho,76,Péssimo,2025-10-29 20:03:00
Daniela,Gama,Abacate,71,Bom,2025-07-12 16:58:00
Daniela,Gama,Banana,75,Bom,2025-11-19 23:02:00
Daniela,Gama,Repolho,72,Ruim,2025-12-20 03:44:00
Daniela,Gama,Repolho,56,Excelente,2025-12-24 12:44:00
Daniela,Gama,Pitaia,69,Ruim,2026-01-04 08:37:00
Daniela,Gama,Uva Vinífera,1,Péssimo,2025-12-18 02:34:00
Daniela,Gama,Abóbora japonesa - Tetsukabut,2,Ruim,2025-09-08 05:53:00
Daniela,Gama,Manga,53,Regular,2025-09-05 17:32:00
Daniela,Gama,Manga,77,Regular,2025-11-09 07:09:00
Daniela,Gama,Limão,80,Ruim,2025-11-27 10:06:00
Daniela,Gama,Atemóia,2,Excelente,2026-04-03 08:42:00
Daniela,Gama,Limão,65,Bom,2025-09-05 20:20:00
Daniela,Gama,Banana,62,Bom,2025-09-01 03:02:00
Daniela,Gama,Jardim,59,Excelente,2025-12-08 20:27:00
Daniela,Gama,Brócolis - Cabeça Única,81,Péssimo,2025-09-28 05:59:00
Daniela,Gama,Laranja,98,Regular,2026-04-12 12:28:00
Daniela,Gama,Couve,62,Excelente,2025-10-06 04:58:00
Daniela,Gama,Brócolis - Cabeça Única,59,Regular,2026-01-08 17:14:00
Daniela,Gama,Cebola,7,Bom,2026-05-25 06:48:00
Daniela,Gama,Banana,59,Péssimo,2026-01-01 05:29:00
Daniela,Gama,Couve-flor,7,Excelente,2026-02-03 12:32:00
Daniela,Gama,Pitaia,69,Ruim,2026-03-24 15:40:00
Daniela,Gama,Laranja,83,Bom,2026-02-11 15:52:00
Daniela,Gama,Abóbora japonesa - Tetsukabut,3,Ruim,2026-04-12 02:39:00
Daniela,Gama,Milho-verde,69,Ruim,2025-10-13 23:40:00
Daniela,Gama,Couve-flor,7,Péssimo,2025-11-03 21:09:00
Daniela,Gama,Couve,82,Bom,2025-08-28 23:25:00
Daniela,Gama,Uva Vinífera,3,Péssimo,2026-05-28 08:06:00
Daniela,Gama,Jardim,88,Excelente,2026-03-22 15:18:00
